,Unnamed: 0,image_id,melanoma,seborrheic_keratosis,colorRGB_1,occurence_of_colour_percent_1,colorRGB_2,occurence_of_colour_percent_2,colorRGB_3,occurence_of_colour_percent_3,colorRGB_4,occurence_of_colour_percent_4,colorRGB_5,occurence_of_colour_percent_5,adjusted_bool,adjusted_percent2,adjusted_percent3,adjusted_percent4,adjusted_percent5
101,101,ISIC_0014212,0.0,1.0,"122,64,53",2.03848209793728,"158,107,95",11.401428601375143,"169,142,138",12.77880261613282,"165,123,115",25.948819805467053,"0,0,0",47.83246687908772,1.0,3.907568512416621,21.85541067266736,24.495700393795715,49.741320421120335
102,102,ISIC_0014217,1.0,0.0,"151,85,57",4.019448054670468,"176,136,115",9.66703525909777,"166,106,76",9.733198473922524,"172,123,95",12.195649211806138,"0,0,0",64.38466900050311,1.0,11.285724270616065,27.142904439760304,27.328676164935874,34.242695124687785
103,103,ISIC_0014302,1.0,0.0,"146,105,82",0.8885523226563811,"108,55,36",0.9735818799262116,"138,88,62",1.4668581251048132,"126,71,48",1.4677752389736711,"0,0,0",95.20323243333893,1.0,18.523981208347,20.296624057686014,30.580137659783695,30.599257074183345
104,104,ISIC_0014310,0.0,1.0,"192,147,123",0.6888835317793057,"181,131,102",0.8103356112694952,"166,115,91",1.6041631728995471,"154,103,87",1.7773666778467214,"0,0,0",95.11925100620493,1.0,14.114299519501795,16.60268971626447,32.86715163879421,36.41585912543959
105,105,ISIC_0014382,0.0,1.0,"130,80,60",3.0805854854938786,"176,139,126",4.630507923863827,"151,104,83",7.112480085527419,"165,122,104",7.600384663759852,"0,0,0",77.57604184135502,1.0,13.737920235577315,20.64982413498954,31.71821868025287,33.89403694918027
106,106,ISIC_0014428,1.0,0.0,"163,116,93",0.8868491111856449,"175,141,126",0.9159347224551401,"115,65,56",1.2044325423444575,"142,85,68",1.3363659231930236,"0,0,0",95.65641770082172,1.0,20.4174584502156,21.087081108798532,27.729013965553555,30.766446475431987
107,107,ISIC_0014558,1.0,0.0,"109,66,56",1.8585967633741405,"161,125,109",4.012766225054503,"143,92,72",4.4031947006540335,"155,109,89",6.987883615629718,"0,0,0",82.73755869528759,1.0,10.766708662851581,23.24564732312267,25.507369571487096,40.48027444253856
108,108,ISIC_0014568,0.0,1.0,"179,131,87",1.3863381287623713,"215,170,147",2.3400035710641767,"194,148,107",2.4955999387817567,"206,160,128",3.4161054994388325,"0,0,0",90.36195286195287,1.0,14.38401482069606,24.278814344316547,25.893211591901572,35.443959243085914
109,109,ISIC_0014572,0.0,1.0,"200,135,102",0.6510815222936436,"179,114,75",1.2364809713294562,"131,73,52",1.6905162738496071,"152,92,62",1.9462299765330067,"0,0,0",94.47569125599428,1.0,11.785755511947345,22.382546461964644,30.60140828812185,35.230289737966004
110,110,ISIC_0014597,0.0,1.0,"148,111,78",0.1597413529231711,"186,150,115",0.17153861850831548,"173,135,99",0.38261401897765535,"161,123,89",0.5146158555249464,"0,0,0",98.77149015406592,1.0,13.002854918245566,13.963145600830568,31.144562678432493,41.8894368024917
111,111,ISIC_0014601,0.0,1.0,"231,198,172",1.6216457504336292,"214,172,137",3.807009488827671,"186,135,92",4.123303744515866,"202,154,112",5.082708397102337,"0,0,0",85.36533261912051,1.0,11.080851434671787,26.013638641364757,28.174905771367587,34.730604152595944
112,112,ISIC_0014608,0.0,1.0,"163,117,71",2.002984389348026,"219,181,131",3.427265074992348,"184,139,89",4.6602387511478405,"202,159,107",6.006721252933374,"0,0,0",83.9027905315784,1.0,12.443053519787659,21.29105098443132,28.95060016638274,37.31529532939823
113,113,ISIC_0014610,0.0,1.0,"84,61,57",0.4859198041016223,"124,88,68",0.5838052239567391,"157,122,90",1.164740842771146,"180,145,118",1.4826293235384145,"0,0,0",96.28290480563207,1.0,13.072568193515158,15.705952993652398,31.334705781437588,39.886773031394675
114,114,ISIC_0014611,0.0,1.0,"163,122,88",2.1566676869707173,"116,83,64",2.7522701765126008,"215,168,131",6.27837720640751,"233,190,159",9.710424956637077,"0,0,0",79.10225997347209,1.0,10.320100088492872,13.170180952671565,30.04333099386652,46.46638796496901
115,115,ISIC_0014616,0.0,1.0,"124,82,55",0.1629298030813182,"190,149,117",0.7429088868482808,"174,130,96",1.2183068054280175,"157,114,79",1.4446867666564636,"0,0,0",96.43116773798592,1.0,4.565353345841145,20.816581792191528,34.13740730813898,40.480657553828244
116,116,ISIC_0014618,0.0,1.0,"149,104,73",0.7888225691255993,"195,154,127",0.9227374757677788,"168,122,90",1.0544204672992552,"183,138,108",1.4057876747270686,"0,0,0",95.8282318130803,1.0,18.90859064506265,22.118618159584198,25.27514521553039,33.697645979822646
117,117,ISIC_0014620,0.0,1.0,"178,129,89",0.4954851545760637,"197,151,115",1.0821599836751352,"215,177,156",2.0750433629221505,"208,165,135",3.4546857463524128,"0,0,0",92.89262575247423,1.0,6.971423444439454,15.225875914046014,29.19563949576059,48.607061145753846
118,118,ISIC_0014623,0.0,1.0,"152,114,81",5.194941842669115,"222,181,163",8.67545403530252,"183,141,112",11.553986838077748,"203,161,134",13.372359963269053,"0,0,0",61.203257320681566,1.0,13.390149491695361,22.361294882436574,29.780816739125076,34.467738886742985
119,119,ISIC_0014624,0.0,1.0,"188,139,117",1.9121135598408328,"159,111,84",2.238292011019284,"104,62,51",2.5058029792878282,"129,82,66",3.35839455157637,"0,0,0",89.98539689827568,1.0,19.093253526059403,22.35028176637269,25.021490655544582,33.534974052023294
120,120,ISIC_0014633,0.0,1.0,"155,105,72",0.2793082338536884,"194,146,124",0.5653122130394858,"181,132,106",0.5774283236404448,"169,119,88",0.5844429139883686,"0,0,0",97.993508315478,1.0,13.920228825679212,28.174161767042513,28.77800730970896,29.127602097568488
121,121,ISIC_0014635,0.0,1.0,"138,111,104",0.09947964493419037,"204,180,179",3.0500714212835423,"198,163,151",3.3507422711968173,"202,172,164",5.883009386797266,"0,0,0",87.6166972757882,1.0,0.8033369380503638,24.630516504454423,27.05855090375409,47.507595653741234
122,122,ISIC_0014637,0.0,1.0,"222,178,177",1.2026833996530966,"150,110,106",1.4016426895214773,"178,132,123",1.5492679318436893,"203,155,147",1.7137919600040814,"0,0,0",94.13261401897766,1.0,20.497771981306403,23.888707749157724,26.404738615367922,29.20878165416806
123,123,ISIC_0014688,1.0,0.0,"108,58,25",10.01159610545892,"205,147,115",12.03752324690953,"0,0,0",17.067115195274038,"145,95,57",27.052346570397116,"171,119,83",33.831418881960396,0.0,,,,
124,124,ISIC_0014712,0.0,1.0,"163,133,128",12.400091781712494,"216,173,169",15.56574138317226,"41,35,41",16.656632594526965,"3,4,5",23.594893003283378,"115,92,87",31.782641237304894,0.0,,,,
125,125,ISIC_0014809,1.0,0.0,"160,97,82",2.826414846875205,"59,19,13",3.665267667825213,"130,65,49",3.7083852493059655,"98,37,26",5.968915994491442,"0,0,0",83.83101624150217,1.0,17.480473040797904,22.668509799812753,22.93517826905462,36.91583889033469
126,126,ISIC_0014829,0.0,0.0,"182,108,83",1.8736135292426688,"134,57,29",2.2129836037120807,"112,31,9",2.3034533630560117,"157,83,54",2.6085989662148603,"0,0,0",91.00135053777441,1.0,20.82105250468639,24.592397036929977,25.597767450831572,28.988783007552446
127,127,ISIC_0014857,1.0,0.0,"126,69,47",3.8869225290468505,"170,108,93",16.611971053733274,"223,152,143",16.952323476161734,"195,130,117",24.66353498942515,"0,0,0",37.88524795163298,1.0,6.2576479835582575,26.74400284299291,27.29194421151586,39.70640496193294
128,128,ISIC_0014931,1.0,0.0,"163,73,55",3.322287598603388,"132,49,32",4.647236949868528,"99,27,16",8.201431096167939,"71,13,6",10.522867364972628,"0,0,0",73.30617699038751,1.0,12.445904048314949,17.409409465984137,30.72407835031569,39.4206081353852
129,129,ISIC_0014937,0.0,0.0,"111,61,42",13.576339497392128,"223,179,156",14.338980128453812,"195,134,111",18.842407000301737,"0,0,0",25.04412905728695,"155,98,74",28.198144316565372,0.0,,,,
130,130,ISIC_0014945,0.0,0.0,"117,87,72",0.8178154230785809,"155,121,110",0.8868916763653607,"82,54,40",1.0079637053321262,"41,24,18",1.5041057804215698,"0,0,0",95.78322341480236,1.0,19.39432660362894,21.03245591617686,23.903654485049845,35.66956299514441
131,131,ISIC_0014946,1.0,0.0,"52,23,22",6.607774041984568,"185,132,120",6.68213069528859,"104,59,49",7.128863313073841,"140,91,75",8.41016854174749,"0,0,0",71.1710634079055,1.0,22.9206305299397,23.17855420695945,24.72815218244549,29.172663080655347
132,132,ISIC_0014979,1.0,0.0,"168,72,40",5.415262571476051,"237,126,111",11.807312282575236,"193,95,70",16.15981213955503,"213,109,89",19.80974226396899,"0,0,0",46.807870742424704,1.0,10.180571161672086,22.197480054614868,30.38008134869624,37.24186743501682
133,133,ISIC_0014985,1.0,0.0,"190,144,151",0.8370915933941144,"99,43,38",11.904275223602955,"139,96,88",19.156040794696256,"122,70,64",25.65415355331322,"0,0,0",42.44843883499346,1.0,1.45450718703196,20.68453918994849,33.28500636111993,44.57594726189962
134,134,ISIC_0014989,0.0,0.0,"162,110,92",4.881644223954642,"197,143,126",5.5333914844899965,"93,40,28",6.11306765523633,"125,70,53",7.79992367660688,"0,0,0",75.67197295971215,1.0,20.065927318604633,22.744924918599256,25.12767535613525,32.06147240666085
135,135,ISIC_0015043,0.0,0.0,"104,59,39",5.434990387256248,"151,104,80",8.674924471299093,"183,133,112",8.928975556165888,"211,162,149",10.263883548475693,"0,0,0",66.69722603680309,1.0,16.319932967933806,26.048654327972205,26.811506951442997,30.819905752651028
136,136,ISIC_0015062,0.0,1.0,"203,162,156",10.720554029797908,"92,58,55",13.958497548185825,"24,14,10",17.37577059980253,"155,124,126",22.312587638873907,"119,90,96",35.63259018333984,0.0,,,,
137,137,ISIC_0015124,1.0,0.0,"221,181,161",7.49289855425667,"101,45,22",7.766774711541847,"153,86,59",12.202355324121086,"192,121,96",13.104895597239034,"0,0,0",59.433075812841366,1.0,18.470462585942194,19.145584406915425,30.079567452106,32.30438555503638
138,138,ISIC_0015144,0.0,0.0,"160,123,100",1.2719838630540259,"126,86,63",2.041051082156681,"95,52,34",2.7405004633920296,"64,26,17",3.952952079812463,"0,0,0",89.99351251158481,1.0,12.711591999956426,20.397278111022143,27.387237195517297,39.503892693504234
139,139,ISIC_0015211,0.0,0.0,"158,110,92",7.938460693895477,"201,164,144",12.94773825208608,"92,35,44",13.2026240667545,"225,205,193",13.622584541062801,"0,0,0",52.28859244620114,1.0,16.638496118447474,27.137615333369393,27.671839385302913,28.552049162880234
140,140,ISIC_0015243,1.0,0.0,"101,46,30",12.53411504709593,"189,126,125",14.463599888428776,"134,73,62",19.418542279056798,"162,100,95",19.690497135623406,"0,0,0",33.893245649795105,1.0,18.960415119906855,21.879155966131542,29.37452075802389,29.785908155937744
141,141,ISIC_0015256,1.0,0.0,"119,33,14",14.4668465410057,"165,80,55",14.569606258120574,"0,0,0",15.056289190592375,"226,133,115",26.03979652499993,"201,110,89",29.86746148528142,0.0,,,,
142,142,ISIC_0015313,0.0,0.0,"219,192,172",9.959460044599364,"122,66,37",13.70521119747126,"160,110,78",19.42378055381152,"192,147,119",19.830479118404813,"0,0,0",37.08106908571305,1.0,15.829035712903186,21.782333231538153,30.871123001552743,31.517508054005926
143,143,ISIC_0015372,0.0,0.0,"211,167,151",6.607583460683429,"156,109,90",15.571093926011178,"2,0,1",21.534118515663387,"110,64,55",25.01309692812569,"71,30,33",31.274107169516324,0.0,,,,
144,144,ISIC_0015401,0.0,0.0,"86,43,40",3.1180336616735005,"136,98,82",3.593010656081372,"182,140,114",7.993966817496227,"218,170,144",8.143544004661013,"0,0,0",77.15144486008788,1.0,13.646524441394035,15.72532982536414,34.986749790284435,35.64139594295736
145,145,ISIC_0015443,0.0,0.0,"160,118,103",6.591019283746557,"121,59,26",7.0376859504132225,"133,81,52",9.709752066115703,"144,98,75",10.261873278236914,"0,0,0",66.3996694214876,1.0,19.615935826421754,20.94528782676282,28.89778731023898,30.540989036576445
146,146,ISIC_0015445,0.0,0.0,"88,28,20",8.018994898512972,"216,141,128",9.435960056441985,"130,73,64",9.901823510257245,"171,110,100",13.303647020514491,"0,0,0",59.33957451427331,1.0,19.721866662039567,23.206742043942345,24.352483752864686,32.718907541153406
147,147,ISIC_0015483,0.0,0.0,"87,54,42",5.216965575494767,"189,147,131",7.181128796662192,"124,90,77",8.236541032600654,"156,120,106",8.949026338230112,"0,0,0",70.41633825701228,1.0,17.634617448028916,24.273968716412707,27.841519769110327,30.249894066448082
148,148,ISIC_0015496,0.0,0.0,"154,75,51",6.033106614886176,"71,27,16",7.425386744480442,"216,116,91",8.003143304653808,"243,169,144",8.147864054755724,"0,0,0",70.39049928122384,1.0,20.37557698857254,25.077716828138918,27.02897080455938,27.51773537872913
149,149,ISIC_0015627,0.0,0.0,"114,27,5",2.274260063904828,"156,67,36",2.3087001227238053,"181,88,61",2.8608466836932127,"135,46,17",3.642243523831637,"0,0,0",88.91394960584654,1.0,20.51461055151096,20.825271766231218,25.805824274459013,32.85429340779901
